"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"Total"
"410230 Balsa Nova";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11484,60;6875,54;8583,40;7700,31;2613,49;12194,36;10494,06;5430,44;6593,16;10563,28;9282,32;9197,85;6220,20;5064,83;4812,89;1902,28;8476,98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;127489,99
"410240 Bandeirantes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9628,89;10575,73;99802,21;111665,28;112059,63;102699,68;103658,49;87727,17;95763,08;114932,28;117554,18;107074,42;96034,54;104432,09;105175,87;100551,78;116916,40;86007,88;104297,69;112995,51;121218,98;103523,95;98634,81;102920,15;103561,28;94908,91;90454,83;106520,10;134736,57;97117,10;95532,04;105106,57;104181,38;115480,39;97582,98;113114,48;91278,05;86931,27;101102,96;96224,35;127332,95;124166,69;120266,14;112412,30;100273,85;117220,66;105584,52;105402,70;98996,17;86131,02;94001,58;97712,21;112421,57;88566,23;117592,08;124827,61;113425,99;120058,40;101245,12;122961,12;101997,67;107886,63;110507,42;105610,93;114677,12;113351,96;116248,32;103051,17;104000,16;105262,20;100145,26;108024,38;105242,29;108118,72;89630,83;107957,81;134647,81;123616,69;111884,22;112582,86;108444,01;108833,52;121461,85;237822,08;194823,18;269789,35;252566,35;230408,57;274732,00;249288,99;260137,15;320296,34;259635,54;281743,73;260867,93;289415,04;249769,88;295418,27;269825,33;278979,30;261134,44;298084,37;300358,60;260727,77;312509,22;293420,52;262871,21;264814,56;240394,10;288705,57;280098,12;220096,02;274772,19;272500,67;268525,53;275389,79;303789,49;220490,03;253680,60;295258,09;201355,82;291855,14;264811,05;287891,40;314140,85;227160,02;247007,40;195622,92;20626451,21
"410250 Barbosa Ferraz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3803,82;8890,84;26767,46;45511,64;49194,50;73989,99;53532,29;55800,44;59365,88;51929,58;56399,01;56206,77;56375,30;40123,20;50871,45;42213,67;35368,33;35720,62;35385,52;33127,65;43865,33;43229,43;44487,31;41951,01;45011,03;47074,30;44242,43;29794,03;38938,27;44145,11;41527,20;42841,01;32728,32;42490,88;43509,56;30282,65;43998,41;34259,95;39527,29;33343,82;30216,76;40797,41;33425,94;24410,81;27256,55;27381,12;27524,71;35228,15;29137,00;33397,79;23227,37;23577,56;25097,82;31840,79;40247,76;38100,42;41491,00;42016,27;38802,99;49595,30;54207,15;44002,27;37194,86;44687,55;37887,46;45098,29;44713,79;26850,66;33554,94;35910,71;38539,40;34394,97;35739,02;30547,58;42559,19;39294,90;38812,89;40767,85;41241,43;43952,08;10648,31;29003,65;35435,99;31815,90;29512,75;25978,12;29707,05;24273,99;34993,44;33270,55;27828,97;41570,70;32558,19;22557,68;37176,82;31818,67;32526,12;22897,70;35501,70;29688,79;26552,75;30622,30;37286,37;24834,59;36496,06;46334,24;28839,00;25849,33;22453,82;24428,14;28941,95;30075,57;24642,71;27957,66;32326,32;48026,36;34571,48;28647,66;24390,06;26478,90;21740,19;20720,61;26475,61;21008,55;25328,69;32161,99;17685,72;20384,66;15172,80;4539754,99
"410260 Barracão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7918,55;15557,64;21041,77;32425,82;23727,81;32884,68;34348,86;40215,91;31270,24;34407,80;43786,24;40557,62;23140,42;28184,39;17343,66;-;-;-;-;-;-;-;-;-;-;11428,57;49267,49;36615,32;47096,42;49430,13;24276,84;47663,06;44229,84;37105,66;29148,61;35002,62;60798,11;-;45890,94;36271,90;30972,71;40313,15;22238,96;18917,57;24652,58;27711,19;32358,94;23846,39;25890,81;23248,52;14302,55;11891,10;4318,78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1281700,17
"410280 Bela Vista do Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;937,36;27692,21;22452,16;34643,61;31522,56;23593,97;26745,32;29583,36;29135,85;17804,40;22996,74;26085,82;25711,42;22637,28;23303,83;23126,25;26869,72;26900,77;24190,55;23163,04;30574,85;22624,00;26770,27;28159,80;17435,25;-;-;-;2705,42;18351,71;19635,35;31461,44;20988,63;21859,92;22198,59;22731,85;19755,75;24794,29;18488,74;28312,61;40202,65;38541,19;35993,66;29555,56;18898,34;25257,02;22387,73;24056,94;19397,84;21211,38;21512,33;19067,00;27466,22;28165,59;25498,85;24937,92;23220,26;24135,21;21942,48;16695,01;12367,06;13937,99;17127,30;18366,47;25804,43;25401,07;21312,75;22111,95;18580,51;20536,32;16938,02;22211,98;20993,07;25095,20;22063,88;25278,94;19768,25;27637,55;24297,41;21562,57;18427,28;17006,72;20092,97;16101,81;16798,07;15527,86;26142,93;28604,52;28580,38;21223,92;30697,09;15618,18;19647,90;21466,07;15445,61;27434,37;19428,31;21798,53;17896,73;25841,82;17681,69;19090,94;20423,61;24065,79;16197,54;21979,90;22618,74;21712,48;12485,42;18832,73;14159,06;18583,71;16044,76;16705,57;11847,05;17832,61;16008,77;10138,63;12196,05;9705,93;8306,87;12331,57;19445,83;11684,68;9985,93;8977,16;4212,59;2632517,27
"410290 Bituruna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3844,77;11503,80;27715,04;36455,71;36140,26;38740,39;28412,47;39888,10;44195,03;40852,24;41997,82;43229,11;40482,43;44642,53;36132,38;37626,06;40132,83;44496,22;33596,34;29739,59;38722,71;29532,92;27197,66;32490,04;25517,28;29487,54;33192,47;26332,36;32696,54;28124,62;26685,29;43743,47;41353,09;32969,49;38988,69;41161,02;32294,46;35585,24;35926,15;35570,97;25697,63;33988,99;34087,36;33678,37;33609,27;41111,83;41827,21;45399,07;38572,78;39821,59;29490,89;23207,44;23718,26;22210,88;26828,07;32602,89;27134,98;28270,13;29910,93;32862,00;32011,18;26649,42;34627,46;27238,39;30685,43;34043,49;32738,30;23324,12;20773,09;27912,94;26837,40;31834,45;27835,53;34817,26;22530,85;21715,02;28431,06;32234,40;31784,67;30912,58;24916,69;28447,74;37949,41;33847,89;29650,14;20842,64;22934,35;14752,31;19577,98;22449,01;23623,63;24398,62;43831,10;40161,95;35366,87;30618,14;36418,10;31905,44;34751,87;34099,42;29668,94;34062,86;29973,65;42808,69;35545,04;43095,21;46430,92;26907,39;29652,02;29355,73;29048,52;26031,02;25022,43;25045,25;30825,01;36167,72;26510,66;34172,53;26952,64;28978,32;32352,02;35394,60;32822,11;26446,15;23265,07;26577,23;19510,49;14692,79;10453,12;4038674,17
"410300 Boa Esperança";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;324,90;3539,41;6819,39;10677,45;8144,20;8827,53;4514,67;8155,01;8106,00;10535,13;8829,07;7480,29;4823,13;9629,47;10320,00;6547,70;7609,44;5435,76;6339,91;5579,23;8705,39;9810,84;5099,40;7428,06;9134,76;9897,83;5311,40;7098,47;9263,59;1960,12;5384,21;5647,22;5548,27;6439,07;5937,35;6982,31;5659,30;6308,70;6333,59;7900,72;6301,16;10202,79;7917,28;6159,67;7676,91;6323,98;7021,40;6856,31;5321,50;11218,78;6577,41;4258,44;6323,61;7263,02;5574,89;8057,16;5917,35;9292,05;3764,06;7565,36;3715,15;6067,69;3800,01;303,80;479,19;6293,20;7282,04;7427,42;7824,06;7526,01;6476,27;6494,57;3792,27;4922,12;5775,47;4402,62;6670,72;7467,63;13447,86;6239,19;8563,04;7178,39;7412,46;5346,50;4375,46;3297,63;5493,05;5448,76;5919,64;3674,60;3281,97;1419,50;4525,48;2136,65;-;900,57;4052,01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;607114,42
"410305 Boa Vista da Aparecida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;324,90;1546,86;3996,33;16668,50;15219,76;21040,43;25071,24;18183,68;19760,74;13657,89;17982,55;20699,88;15961,34;12698,77;19057,09;15708,79;16892,68;13069,22;16546,22;12862,95;12715,52;2578,02;21949,89;17475,06;13819,95;15267,57;12984,21;13623,90;13957,56;14621,90;17142,29;12889,55;16015,36;16734,27;20683,25;19124,33;19949,40;17487,12;13708,07;12425,94;16043,83;11743,67;13094,17;14979,97;13922,78;15864,95;16831,46;17484,96;16924,85;18611,21;17052,05;14904,69;14549,85;14324,88;11441,64;14554,71;10234,22;18813,94;22803,10;23536,76;18918,75;16386,97;13429,65;14907,09;10687,09;14030,17;14052,12;13217,79;22611,95;20120,02;18951,80;24042,99;18170,77;14381,92;14999,96;13773,76;3866,33;13041,93;17115,53;11640,81;15518,21;19815,56;20517,42;18085,32;15691,75;18198,65;18149,14;9789,53;17717,40;27963,24;20052,28;14097,17;19675,26;21000,95;12210,71;15872,96;15735,89;19009,54;14613,88;20535,82;13968,15;10531,75;13896,10;12710,90;13596,22;10187,59;15676,00;14711,48;10850,42;11999,08;11160,85;10593,56;11205,88;11535,59;18499,14;10875,68;14935,55;18197,31;16647,89;10131,70;15165,92;9539,50;12592,26;3707,63;12331,46;12298,59;10596,89;10251,64;8235,79;1063,50;1940112,77
"410310 Bocaiúva do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;487,62;1913,21;3418,55;1786,42;2219,35;2798,29;2248,90;2597,41;2366,77;3693,64;4590,80;4727,39;5559,86;3674,82;2095,34;4251,94;2879,56;513,03;1827,50;2690,48;1209,06;1582,37;3204,77;582,42;629,69;1068,58;632,88;1871,67;1562,54;3799,39;3825,17;139,42;479,19;392,92;1596,88;1747,26;1061,61;699,46;3290,88;4814,73;6042,95;1782,36;2604,26;3166,02;5986,86;6343,89;3147,01;1886,68;2426,67;1678,52;4828,72;4535,90;4377,54;3473,89;4504,20;1530,83;3382,38;2427,10;3708,09;2024,96;2200,89;47,27;132,66;901,77;1972,65;1555,17;2110,20;1466,54;1724,44;2185,23;1209,06;265,51;787,90;1104,48;44,22;920,75;-;425,79;760,92;-;381,38;381,06;1002,60;788,73;230,28;1511,99;626,64;1105,83;262,90;1218,71;2154,51;1238,68;1572,91;1991,18;1529,35;2504,90;1308,21;3742,43;4045,15;1080,17;968,80;570,68;524,22;2460,53;2556,25;2301,15;2506,81;1096,72;2416,31;743,68;2637,88;889,13;856,92;2716,26;3379,54;2911,34;2287,30;3287,01;-;-;3431,38;189,67;384,11;322,29;626,64;-;-;-;248948,28
"410320 Bom Sucesso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3112,58;2816,58;5442,91;2546,35;3782,99;6287,22;6252,80;4389,01;4723,97;7731,55;9826,12;4575,96;2992,28;5839,97;7951,90;4593,81;5276,17;4001,84;6406,32;6809,92;5874,16;4497,45;5221,31;4621,61;1747,26;8892,80;7102,60;3185,03;6763,15;6682,13;3359,06;7311,78;12813,24;6441,09;3204,72;4569,73;3027,95;4574,00;4604,49;6671,87;-;3401,26;6613,07;4814,84;6484,72;3461,75;6431,18;5474,77;4901,67;2777,73;8369,71;4637,63;5354,96;8401,01;3750,33;5206,24;3885,50;5921,01;4780,88;3459,26;4371,05;2601,06;4752,32;7534,08;6764,11;9026,56;8059,80;6979,11;2618,33;7562,93;4598,82;5460,54;1199,33;5367,35;6873,04;5362,34;2485,69;6227,01;4364,36;6571,41;6127,42;4341,33;7623,53;3779,34;6060,31;4137,39;5602,06;5351,77;5141,37;3902,65;2497,19;5450,03;7556,05;5452,72;5773,79;1857,40;3334,91;5496,03;4894,94;4908,74;409,00;4162,74;5646,45;3935,65;3010,03;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;539885,28
"410330 Borrazópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;699,46;3173,18;14549,69;12790,12;18448,01;14383,99;20873,91;21549,32;15074,74;17628,66;16501,87;18271,89;17528,81;14629,44;21681,53;16533,56;15829,09;13732,64;13177,37;9558,42;15384,44;14233,24;9850,89;9257,42;12017,33;16332,75;15754,31;8120,52;8961,60;7162,04;9668,17;14328,62;11905,02;12183,78;8342,44;13000,23;7190,18;11478,74;10239,70;9435,32;11580,53;9521,97;10373,52;15754,96;14756,04;8270,95;9955,32;12498,97;9303,73;4175,63;9720,52;9573,88;4335,04;9504,32;8555,78;15190,85;6189,08;7071,68;11743,36;9161,95;5775,43;4922,97;9337,42;6321,59;13822,68;7193,43;4809,94;5781,53;6478,24;12472,39;7770,86;7332,80;7116,48;8571,53;8487,48;7288,88;6145,42;8097,04;9411,13;8890,88;8532,17;5472,79;4367,46;10989,65;5635,67;6222,42;5532,73;3057,22;9509,34;7206,88;8857,15;9187,59;5545,28;6108,34;5443,00;7679,80;6457,59;5695,34;7540,69;6501,96;4007,01;8536,44;7928,82;5186,24;9677,35;5068,98;5899,17;3026,20;5236,40;5120,31;6377,29;3964,58;3032,45;6643,12;5945,10;5426,52;8966,35;5509,80;6049,24;2443,37;5231,98;4905,69;10494,23;6093,04;2890,89;5882,43;4105,89;287,76;1164208,36
"410345 Cafelândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;856,42;3636,81;13046,49;32146,67;34511,78;28642,44;33789,03;37333,33;44577,07;32222,34;38519,41;39289,39;37561,24;34089,67;40892,66;34181,36;29634,72;20022,29;35898,56;20882,74;30395,48;22837,08;31989,35;35523,74;33743,57;27381,69;27473,09;26820,57;26789,09;36878,31;28906,57;30262,63;24830,72;31990,68;49404,46;32833,07;26432,32;24143,84;29553,74;35682,50;33445,76;26783,37;28699,58;23223,91;35310,09;35394,97;33607,29;30631,27;29388,16;26602,60;26918,85;18533,38;29785,82;33912,41;27194,90;34919,27;40322,73;31932,45;33080,52;29542,41;27210,01;30276,50;27173,70;26842,95;27507,06;31402,18;36127,37;40174,63;37841,10;31432,29;36358,13;31309,81;33972,52;37027,84;35456,00;30572,30;28050,06;28372,33;32964,66;30332,36;34503,68;27846,15;31366,30;27467,24;29623,35;36139,70;30563,55;29923,66;33830,02;30638,02;32177,06;40613,29;30098,23;26200,91;24235,96;13884,09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2934351,67
"410360 Cambará";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;519,19;2981,10;381,24;7923,61;63455,73;50273,91;72758,05;54894,80;65371,40;56127,77;66373,38;50742,38;73432,94;58915,83;45483,42;56975,64;67245,67;62040,24;71370,41;60641,04;56150,61;54817,11;49411,70;51127,44;34014,02;38759,03;50807,67;46573,15;50751,08;41494,60;42399,65;44350,61;45002,14;66742,19;54461,85;36146,66;38851,94;34702,36;22274,98;23693,57;35012,65;31138,95;40355,11;38847,00;42529,54;48008,22;57128,88;65133,62;39728,84;51226,85;35483,49;40844,07;44978,30;36098,16;45714,41;38459,61;49428,81;48926,46;41588,47;36387,74;34344,06;35248,99;33902,95;27357,04;33885,71;26089,28;35436,71;30425,77;34081,63;31332,30;42979,79;38627,86;36324,02;24258,51;21279,00;32775,66;19271,95;34607,51;36731,67;46198,17;47703,90;38292,36;32474,57;36852,56;25923,83;31279,41;20782,05;24231,03;24365,71;19703,64;33236,15;27525,68;26506,47;30287,47;31863,05;29536,45;32992,92;30528,35;24820,87;24374,16;37076,72;18055,59;26854,11;29174,63;27777,57;27482,34;28670,34;33849,44;23987,17;31740,83;32282,01;28767,97;21915,99;18019,11;15939,58;24449,53;33966,04;26459,76;22409,11;25921,80;21916,84;26394,89;16678,02;23580,01;31610,60;17618,27;24679,91;12853,26;5389,00;-;4701418,94
"410370 Cambé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;514,60;-;514,60;-;18136,46;100258,13;122694,72;155344,01;141447,89;146862,45;140733,09;135707,13;128324,20;152969,72;154977,52;175238,34;132172,56;150173,32;140727,50;158163,53;148009,39;198454,18;224478,38;247217,87;273964,07;250335,09;245011,28;266326,91;265431,76;241460,71;298651,37;292584,68;283110,40;348657,31;286443,08;325500,25;259137,13;237798,53;271055,51;231667,24;238223,36;214056,56;234913,12;247135,34;228111,26;236359,01;257074,84;234084,72;298490,93;295025,84;144329,30;183098,36;202213,57;158083,90;198171,47;248126,93;208001,57;255510,16;258131,37;280314,81;252723,64;259349,99;279601,09;244912,10;227641,64;260562,26;177465,51;236655,49;248157,54;238979,08;255283,86;248841,35;280464,67;240883,97;253801,29;266649,40;295336,55;251482,45;239872,87;273395,08;264976,43;236762,18;311963,49;257272,92;268003,40;268439,63;228041,00;217106,42;190584,09;231603,70;204950,93;278800,12;249806,10;297320,51;268236,82;288598,55;244264,80;244431,27;256498,56;246747,50;232662,03;187014,54;237473,26;246117,03;309905,58;280336,37;298266,35;297067,27;330945,13;308805,32;278907,84;284536,46;301882,52;297099,99;260803,56;329460,59;266544,45;258929,68;285108,13;287859,47;293636,86;234838,07;242063,87;267763,48;237248,69;320233,02;327023,22;312953,24;271891,90;162948,53;21650,17;30328156,20
"410390 Campina da Lagoa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6014,08;31470,30;58152,99;52748,48;77962,69;44497,94;38483,50;38759,99;41670,39;44752,63;30773,08;34974,79;32406,71;33218,49;34725,52;45530,53;51262,31;39630,69;38249,15;34750,12;48086,53;53578,70;36410,62;43409,95;40308,36;40228,07;37627,08;31101,07;40258,28;45443,92;41673,90;54512,19;49507,72;40021,67;39412,47;32418,32;36422,25;65215,62;35872,35;25507,34;45378,87;65273,59;50737,04;42353,19;47860,31;43638,00;37170,71;39982,96;47319,75;36652,75;54949,00;42095,80;43417,35;56476,82;56467,01;38874,39;48276,63;54731,09;59238,81;78150,46;70750,58;75145,29;54252,18;49029,82;74703,78;54988,18;51351,57;67568,79;40649,04;64646,61;51490,25;50430,39;55961,14;47416,32;53067,64;41069,31;57375,39;58787,53;55275,86;39219,12;63361,31;50500,54;50127,57;46634,27;53443,59;52887,81;56968,42;48503,00;54816,20;47853,55;55691,71;64829,62;42865,26;44050,97;51163,87;44112,03;46596,22;52263,50;50799,60;45175,49;50611,49;52526,23;47466,46;53847,68;48330,59;57240,13;43853,02;52457,34;43204,69;49120,83;42363,27;48316,12;52881,01;42226,05;44057,41;57807,92;37625,34;40002,77;39319,11;41945,55;37915,65;42145,68;48857,65;42886,74;31750,48;38162,76;43212,86;30438,80;6032492,27
"410400 Campina Grande do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;472,43;13130,78;7760,42;45523,99;365455,86;5497186,59;5310588,05;6583170,95;5572267,56;6239964,41;5785940,39;5832800,97;6585065,37;5944247,88;5362392,84;6950748,60;5668355,35;6534771,92;6139907,74;5771714,31;6369573,63;6942086,27;5709438,23;5871693,03;6649738,50;6558544,69;6542494,39;6496262,34;4914536,90;6157644,22;6588863,56;7074702,72;6456470,47;7618456,16;6700472,63;7196072,08;7828995,49;7073700,32;7581678,96;7062796,42;5548642,67;7234464,45;6284001,93;7205730,16;8316771,96;7855790,52;8087205,99;8415484,96;8864003,43;8119786,20;8872677,50;7129774,52;6530882,41;7928464,79;8408755,56;7933734,79;7404906,87;8733400,75;8183865,20;8643417,21;9095959,40;9004538,93;8671559,49;8951414,06;7075611,76;7750901,00;6889231,94;9369327,44;7988393,62;9059723,32;8587135,08;9234044,20;9859713,09;9962568,28;9702650,18;10124236,33;8218064,72;9427548,68;9628349,31;10924927,51;9266393,98;10277657,19;11442687,69;10741596,25;11801151,58;11929630,87;11696928,83;10974382,01;9667333,77;12197212,73;10526636,20;13716316,27;11452270,95;14230692,38;11995214,55;14151677,18;13832001,13;11850291,68;13526124,03;12186613,62;11030189,28;13124123,04;12059252,76;13629908,59;13441096,50;13346109,88;12909911,24;13458550,49;14086048,88;12704950,75;13792304,67;12670640,66;10347960,78;12519992,02;12447945,21;11752242,51;13303326,09;13818834,95;12269196,55;15155316,16;13035259,13;12617946,44;15727651,93;14761423,58;11712069,82;12972847,40;12179206,22;11911703,77;7933404,61;8172417,47;5395294,80;1180583286,70
"410410 Campo do Tenente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1162,88;2117,18;2667,59;2456,12;5750,24;9502,46;5885,70;7989,47;9309,60;10066,74;8109,38;6967,71;4990,77;3290,28;3831,78;6982,10;3925,01;1164,89;-;-;-;-;-;-;-;-;-;2299,49;4264,52;5649,02;4469,61;5802,59;2370,74;2451,50;3414,33;2448,88;2464,60;920,18;1273,30;1370,87;2269,60;1595,06;5380,98;4161,30;1886,44;6818,58;5255,59;3359,98;3207,39;3931,88;3218,81;3693,83;2382,59;3298,15;2924,32;4078,32;3778,01;2499,18;1679,98;5857,04;3523,88;1144,44;2498,44;4358,95;2241,96;3127,74;3074,06;3300,28;4332,88;2941,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;237190,86
"410420 Campo Largo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4098,68;58493,71;785831,77;2303924,68;2516584,40;2789070,39;2908109,35;3278235,13;3148301,41;3243492,06;3234825,09;3475747,08;3496279,52;3536229,62;3350479,25;3473433,82;3425706,16;3825390,15;4258338,89;4481579,94;4005651,83;4337424,63;4420474,36;4260727,65;4200451,25;3852302,46;4130828,27;4193736,40;4607564,82;4718297,98;4639598,35;5124413,27;4833101,19;5560374,90;5534598,67;4991928,25;5627214,16;5135889,48;4872670,54;5735341,92;5251989,15;5942620,15;6361056,94;6334495,07;6464830,86;6494570,22;6419300,46;6409385,80;6474075,85;5760390,99;5127056,06;5554150,32;5748548,11;5729798,83;6035126,01;6732062,79;6279317,72;6803814,94;6546924,62;7257450,43;7237469,33;7006141,70;7089885,71;6368026,22;6965905,84;7947380,93;7855222,20;8253904,66;8699967,47;9063456,42;10221872,86;9695298,44;10665760,49;10798536,94;10131496,69;10332249,41;10508973,64;12167917,37;12449023,89;13382269,14;14093998,00;14120321,41;14641379,67;14087922,17;14305204,80;13789616,95;13535873,94;14390155,58;12972480,22;16160979,19;15144299,22;16998778,17;15864376,27;17025146,80;17471260,83;15654545,28;17395470,58;17123460,38;15872846,03;17043544,50;16749698,18;17498867,41;18554066,45;18643649,93;17837801,07;18191383,56;18332717,50;17416221,48;19301797,13;19329777,88;17247399,11;18012434,31;17501818,91;18326759,81;18144340,62;19708726,65;18341990,75;19997947,00;19104742,06;18716995,33;19671228,49;18784033,83;17963221,31;18008162,33;17044161,08;17534219,95;13757582,65;12658477,10;8582902,97;1281599250,99
"410430 Campo Mourão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16496,70;22560,36;133671,11;422916,13;682772,08;777981,57;874944,10;863036,10;825288,39;762841,93;768489,56;872383,88;898127,22;878750,05;851811,94;963176,25;798955,76;733330,62;843173,04;745016,46;880380,96;841190,44;885388,16;846538,50;754315,66;886443,92;768937,42;785561,72;905147,70;852637,16;1021390,85;875260,51;1050766,94;893336,93;940915,82;985549,19;854950,03;1060111,46;765158,56;843233,86;894192,46;999951,45;899381,46;984591,83;965013,98;937025,56;1070556,40;1042017,97;956546,62;1042230,13;878623,42;915266,26;972955,26;943500,12;1000330,29;986100,84;1054481,12;1023835,17;1129069,22;1071173,92;1069284,88;965635,60;984070,58;917698,24;1056607,55;996458,85;1005082,65;969532,90;1045376,79;1096195,38;1112103,31;1071779,66;1050975,30;991806,97;983106,38;1070920,38;990546,82;883197,07;1103270,26;1058230,62;1020165,99;972825,16;997992,56;1009077,70;1054414,56;1083518,66;1033854,42;1144103,11;974155,54;989672,89;1074065,31;1030617,99;1213990,65;1157457,46;1288852,85;1456656,17;1433079,88;1556631,43;1319930,94;1371285,18;1420706,13;1296333,47;1450204,83;1455525,19;1473007,54;1511530,38;1600889,92;1657035,55;1541387,75;1563155,09;1518347,80;1367433,10;1509631,16;1523963,09;1606630,41;1824848,16;1637029,84;1609330,65;1837142,24;1749991,53;1739953,62;1609324,63;1565599,38;1475252,05;1640799,19;1583970,67;1481871,25;1058682,33;832178,19;238578,01;139184344,31
